DUID,REGIONID,CONNECTIONPOINTID,STATIONID,FY15-16,FY16-17,FY17-18,FY18-19,FY19-20,FY20-21,FY21-22,FY22-23,FY23-24,FY24-25,FY25-26,FY26-27,LATEST_MLF,PREV_MLF,YOY_CHANGE,YOY_PCT_CHANGE,STATION_NAME,FUEL_SOURCE,FUEL_CATEGORY,TECHNOLOGY,CAPACITY_MW,DUID_TYPE,STATUS
LIMOSF11,NSW1,NBSF1L,LIMOSF1,,,,,0.7628,0.7907,0.807,0.8314,0.8255,0.7774,0.8529,0.8206,0.8206,0.8529,-0.0323,-3.79,Limondale Solar Farm 1,Solar,Solar,Photovoltaic Tracking Flat Panel,275.0,Generator,Active
SUNRSF1,NSW1,NBSF2S,SUNRSF,,,,,,0.7907,0.807,0.8314,0.8255,0.7774,0.8529,0.8218,0.8218,0.8529,-0.0311,-3.65,SUNRAYSIA SF,Solar,Solar,Photovoltaic Flat panel,228.0,Generator,Active
WRWF1,NSW1,NWRK1W,WRWF1,,,0.8468,0.8427,0.8394,0.8801,0.8708,0.8697,0.8289,0.8453,0.8149,0.8265,0.8265,0.8149,0.0116,1.42,White Rock Wind Farm,Wind,Wind,Wind - Onshore,175.0,Generator,Active
WRSF1,NSW1,NWRK2W,WRSF1,,,,0.8427,0.8394,0.8801,0.8708,0.8697,0.8289,0.8453,0.8149,0.8265,0.8265,0.8149,0.0116,1.42,White Rock Solar Farm,Solar,Solar,Photovoltaic Flat Panel,22.0,Generator,Active
LIMOSF21,NSW1,NBL21L,LIMOSF2,,,,,0.7872,0.7926,0.7985,0.8309,0.831,0.7793,0.8528,0.8268,0.8268,0.8528,-0.026,-3.05,Limondale Solar Farm 2,Solar,Solar,Photovoltaic Tracking Flat Panel,38.0,Generator,Active
AVLSF1,NSW1,NNRN1A,AVLSF,,,,,,,,0.9011,0.8881,0.8446,0.8698,0.8395,0.8395,0.8698,-0.0303,-3.48,Avonlie Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,254.1,Generator,Active
COLEASF1,NSW1,NCLS1C,COLEASF,,,,1.0019,0.8689,0.9002,0.8478,0.877,0.8894,0.8367,0.873,0.8416,0.8416,0.873,-0.0314,-3.6,Coleambally Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,180.0,Generator,Active
BROKENH1,NSW1,NBK11B,BROKENH,1.015,1.122,1.2456,0.9789,0.7566,0.7844,0.7953,0.8381,0.8324,0.7784,0.8642,0.8436,0.8436,0.8642,-0.0206,-2.38,Broken Hill Solar Plant,Solar,Solar,Photovoltaic Flat panel,53.76,Generator,Active
GNNDHSF1,NSW1,NGNE1G,GNNDHSF,,,,,,0.896,0.896,0.8353,0.8273,0.8394,0.8437,0.8463,0.8463,0.8437,0.0026,0.31,Gunnedah Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,144.0,Generator,Active
MOREESF1,NSW1,NMR41M,MOREESF,1.0479,0.9433,0.8911,0.8988,0.8602,0.895,0.8931,0.8275,0.7977,0.8086,0.8387,0.8509,0.8509,0.8387,0.0122,1.45,Moree Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,57.064,Generator,Active
FINLYSF1,NSW1,NFNS1F,FINLEYSF,,,,,0.8461,0.88,0.8432,0.9036,0.9255,0.8651,0.8898,0.8521,0.8521,0.8898,-0.0377,-4.24,Finley Solar Farm,Solar ,Solar,Photovoltaic Tracking Flat Panel,162.36,Generator,Active
DARLSF1,NSW1,NDNS1D,DARLSF,,,,,,0.916,0.8587,0.888,0.8958,0.8439,0.8854,0.8554,0.8554,0.8854,-0.03,-3.39,Darlington Point Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,324.0,Generator,Active
LIMBESS1,NSW1,NLMB1L,LIMBESS,,,,,,,,,,,0.928,0.8568,0.8568,0.928,-0.0712,-7.67,Limondale Battery,Grid,Battery,Battery and Inverter,141.0,Generator,Active
HILLSTN1,NSW1,NDNH1H,HILLSTN,,,,,,,0.8593,0.8906,0.8979,0.8482,0.8888,0.8652,0.8652,0.8888,-0.0236,-2.66,Hillston Sun Farm ,Solar,Solar,Photovoltaic Tracking Flat panel,110.0,Generator,Active
GRIFSF1,NSW1,NGG11G,GRIFSF,,,1.1162,1.0603,0.9063,0.9001,0.8547,0.8862,0.8894,0.8424,0.8921,0.8654,0.8654,0.8921,-0.0267,-2.99,Griffith Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,27.2,Generator,Active
METZSF1,NSW1,NMTZ1M,METZSF,,,,,,,0.9208,0.8831,0.8486,0.8668,0.8557,0.8657,0.8657,0.8557,0.01,1.17,Metz Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,135.0,Generator,Active
SAPHWF1,NSW1,NSAP1S,SAPHWF1,,,0.878,0.8821,0.9301,0.9553,0.9426,0.947,0.9086,0.9012,0.8558,0.8661,0.8661,0.8558,0.0103,1.2,Sapphire Wind Farm,Wind,Wind,Wind - Onshore,270.0,Generator,Active
CONDONG1,NSW1,NTNR1C,CONDONG1,1.0347,0.9986,0.9406,0.9223,0.9835,1.0056,0.9947,0.9771,0.9623,0.951,0.8811,0.8761,0.8761,0.8811,-0.005,-0.57,Condong Power Station,Bagasse,Other Renewable,Steam Sub-Critical,30.0,Generator,Active
BOMENSF1,NSW1,NWGS1B,BOMENSF,,,,,0.9181,0.9417,0.8875,0.9089,0.911,0.8719,0.9187,0.8823,0.8823,0.9187,-0.0364,-3.96,Bomen Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,121.0,Generator,Active
WAGGNSF1,NSW1,NWGG1W,WAGGNSF,,,,,,0.9639,0.8869,0.9064,0.907,0.872,0.9183,0.8824,0.8824,0.9183,-0.0359,-3.91,Wagga North Solar Farm,Solar,Solar,Photovoltaic Tracking Flat Panel,55.0,Generator,Active
WYASF1,NSW1,NWGJ4W,WYASF,,,,,,,,0.9059,0.9108,0.8752,0.922,0.8865,0.8865,0.922,-0.0355,-3.85,Wyalong Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,62.0,Generator,Active
WSTWYSF1,NSW1,NWGJ3W,WSTWYSF,,,,,,,,0.9059,0.9108,0.8752,0.922,0.8865,0.8865,0.922,-0.0355,-3.85,West Wyalong Solar Farm,Solar,Solar,Photovoltaic Tracking Flat Panel,105.0,Generator,Active
SEBSF1,NSW1,NWGJ2S,SEBSF,,,,,,,0.8799,0.9129,0.9108,0.8752,0.922,0.8865,0.8865,0.922,-0.0355,-3.85,Sebastopol Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,110.0,Generator,Active
JUNEESF1,NSW1,NWGJ1J,JUNEESF,,,,,,0.9645,0.8887,0.9129,0.9108,0.8752,0.922,0.8865,0.8865,0.922,-0.0355,-3.85,Junee Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,36.0,Generator,Active
WLWLSF2,NSW1,NWL21W,WLWLSF2,,,,,,,,,,0.8853,0.9298,0.8894,0.8894,0.9298,-0.0404,-4.35,Walla Walla Solar Farm 2,Solar,Solar,Photovoltaic Flat Panel,201.6,Generator,Active
CRWASF1,NSW1,NAL11C,CRWASF,,,,,,0.9497,0.8813,0.9242,0.9365,0.8979,0.9355,0.8899,0.8899,0.9355,-0.0456,-4.87,Corowa Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,36.0,Generator,Active
CUSF1,NSW1,NCRN1C,CUSF,,,,,,,,,,0.9167,0.9278,0.8903,0.8903,0.9278,-0.0375,-4.04,Culcairn Solar Farm,Solar,Solar,Photovoltaic Flat Panel,466.0,Generator,Active
WLWLSF1,NSW1,NWLA1W,WLWLSF1,,,,,,,,,,0.8853,0.9298,0.8908,0.8908,0.9298,-0.039,-4.19,Walla Walla Solar Farm 1,Solar,Solar,Photovoltaic Flat Panel,201.6,Generator,Active
NEWENSF2,NSW1,NURR2N,NEWENGSF,,,,,,,,0.9007,0.8718,0.8901,0.8803,0.8911,0.8911,0.8803,0.0108,1.23,New England Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,235.0,Generator,Active
NEWENSF1,NSW1,NURR1N,NEWENGSF,,,,,,,,0.9007,0.8718,0.8901,0.8803,0.8911,0.8911,0.8803,0.0108,1.23,New England Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,235.0,Generator,Active
PARSF1,NSW1,NPG11P,PSF,,,1.0135,0.9964,0.9812,0.9259,0.8918,0.8818,0.9,0.8969,0.8888,0.8918,0.8918,0.8888,0.003,0.34,Parkes Solar Farm,Solar,Solar,Photovoltaic Flat panel,55.0,Generator,Active
GOONSF1,NSW1,NPG12G,GOONSF,,,,,0.9791,0.9259,0.8918,0.8818,0.9,0.8969,0.8888,0.8918,0.8918,0.8888,0.003,0.34,Goonumbla Solar Farm,Solar,Solar,Photovoltaic Tracking Flat Panel,85.0,Generator,Active
BHB1,NSW1,NBKB3B,BHBESS,,,,,,,,,,0.8284,0.9484,0.892,0.892,0.9484,-0.0564,-5.95,Broken Hill Battery Energy Storage System,Grid,Battery,Battery and Inverter,66.0,Generator,Active
STWF1,NSW1,NBKW1S,STWF,,,1.0665,1.0062,0.8298,0.8496,0.8456,0.7973,0.8101,0.805,0.8627,0.896,0.896,0.8627,0.0333,3.86,Silverton Wind Farm,Wind,Wind,Wind - Onshore,198.94,Generator,Active
JEMALNG1,NSW1,NFBS1J,JEMALNG,,,,,,0.922,0.8956,0.8833,0.8964,0.8943,0.8923,0.8962,0.8962,0.8923,0.0039,0.44,Jemalong Solar Project,Solar,Solar,Photovoltaic Tracking Flat panel,55.0,Generator,Active
GESF1,NSW1,NJDA1G,GESF,,,,,,,,,,,0.9255,0.8977,0.8977,0.9255,-0.0278,-3.0,Glenellen Solar Farm,Solar,Solar,Photovoltaic Tracking Flat Panel,264.0,Generator,Active
PINDARI,NSW1,NGLN1,PINDARI,1.0217,0.9696,0.9,0.892,0.9205,0.9579,0.9365,0.9346,0.9061,0.9295,0.8932,0.9003,0.9003,0.8932,0.0071,0.79,Pindari Hydro Power Station,Water,Hydro,Hydro - Gravity,6.7,Generator,Active
RESS1,NSW1,NRBB3R,RESS1,,,,,,,,,,0.8657,0.9396,0.9008,0.9008,0.9396,-0.0388,-4.13,Riverina Energy Storage System 1,Grid,Battery,Battery and Inverter,80.0,Generator,Active
QPSFB2,NSW1,NPKQ2Q,QUORNPSH,,,,,,,,,,,1.019,0.9032,0.9032,1.019,-0.1158,-11.36,Quorn Park Solar Hybrid,Solar,Battery,Battery and Inverter,27.0,Generator,Active
QPSFB1,NSW1,NPKQ1Q,QUORNPSH,,,,,,,,,,,1.019,0.9032,0.9032,1.019,-0.1158,-11.36,Quorn Park Solar Hybrid,Solar,Solar,Photovoltaic Tracking Flat panel,96.0,Generator,Active
DPNTB1,NSW1,NRDP3D,DPNTBESS,,,,,,,,,,0.8774,0.9453,0.9085,0.9085,0.9453,-0.0368,-3.89,Darlington Point Energy Storage System,Grid,Battery,Battery and Inverter,25.0,Generator,Active
SUNTPSF1,NSW1,NWLW1S,SUNTPSF,,,,,,,0.9159,0.9128,0.9224,0.9096,0.9073,0.9091,0.9091,0.9073,0.0018,0.2,Suntop Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,175.0,Generator,Active
RIVNB2,NSW1,NRB23R,RESS2,,,,,,,,,,0.8774,0.9443,0.9102,0.9102,0.9443,-0.0341,-3.61,Riverena Energy Storage System 2,Grid,Battery,Battery and Inverter,65.0,Generator,Active
COPTNHYD,NSW1,NNVL1C,COPTNHYD,1.0377,0.9823,0.9127,0.9063,0.9303,0.9603,0.9482,0.9461,0.9157,0.9465,0.9159,0.9111,0.9111,0.9159,-0.0048,-0.52,Copeton Hydro Power Station,Water,Hydro,Hydro - Gravity,22.5,Generator,Active
NESBESS2,NSW1,NURB2N,NESBESS,,,,,,,,,,,0.8903,0.9197,0.9197,0.8903,0.0294,3.3,New England BESS,Grid,Battery,Battery and Inverter,126.0,Generator,Active
NESBESS1,NSW1,NURB1N,NESBESS,,,,,,,,,,,0.8903,0.9197,0.9197,0.8903,0.0294,3.3,New England BESS,Grid,Battery,Battery and Inverter,126.0,Generator,Active
URANQ14,NSW1,NURQ4U,URANQ,0.897,0.9291,1.0087,0.9609,0.8671,0.857,0.8625,0.8673,0.8383,0.8398,0.8729,0.9228,0.9228,0.8729,0.0499,5.72,Uranquinty Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),166.0,Generator,Active
URANQ11,NSW1,NURQ1U,URANQ,0.897,0.9291,1.0087,0.9609,0.8671,0.857,0.8625,0.8673,0.8383,0.8398,0.8729,0.9228,0.9228,0.8729,0.0499,5.72,Uranquinty Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),166.0,Generator,Active
URANQ12,NSW1,NURQ2U,URANQ,0.897,0.9291,1.0087,0.9609,0.8671,0.857,0.8625,0.8673,0.8383,0.8398,0.8729,0.9228,0.9228,0.8729,0.0499,5.72,Uranquinty Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),166.0,Generator,Active
URANQ13,NSW1,NURQ3U,URANQ,0.897,0.9291,1.0087,0.9609,0.8671,0.857,0.8625,0.8673,0.8383,0.8398,0.8729,0.9228,0.9228,0.8729,0.0499,5.72,Uranquinty Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),166.0,Generator,Active
BERYLSF1,NSW1,NBES1B,BERYLSF,,,,0.9654,0.9243,0.9348,0.9184,0.9289,0.9339,0.9182,0.9284,0.9245,0.9245,0.9284,-0.0039,-0.42,Beryl Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,98.0,Generator,Active
BANGOWF1,NSW1,NBA21B,BANGOWF,,,,,,0.969,0.9134,0.9107,0.9159,0.9047,0.9226,0.9254,0.9254,0.9226,0.0028,0.3,Bango 973 Wind Farm,Wind,Wind,Wind - Onshore,159.0,Generator,Active
SKSF1,NSW1,NWLS2S,SKSF,,,0.9714,0.9708,0.9603,0.9569,0.9444,0.9352,0.9439,0.9284,0.923,0.9273,0.9273,0.923,0.0043,0.47,South Keswick Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,15.0,Generator,Active
NEVERSF1,NSW1,NWLS3N,NEVERSF,,,,,0.9582,0.9569,0.9444,0.9352,0.9439,0.9284,0.923,0.9273,0.9273,0.923,0.0043,0.47,Nevertire Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,132.0,Generator,Active
NASF1,NSW1,NWLS1N,NASF,,,0.9714,0.9708,0.9603,0.9569,0.9444,0.9352,0.9439,0.9284,0.923,0.9273,0.9273,0.923,0.0043,0.47,Narromine Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,10.0,Generator,Active
WELLSF1,NSW1,NWLS4W,WELLINSF,,,,,,0.9471,0.9444,0.9352,0.9439,0.9284,0.923,0.9273,0.9273,0.923,0.0043,0.47,Wellington Solar Farm ,Solar,Solar,Photovoltaic Tracking Flat Panel,216.0,Generator,Active
GUTHEGA,NSW1,NGUT8,SNOWY3,0.8882,0.9371,0.9658,0.9537,0.9016,0.9125,0.9006,0.887,0.893,0.892,0.9135,0.9273,0.9273,0.9135,0.0138,1.51,Guthega Power Station,Water,Hydro,Hydro - Gravity,60.0,Generator,Active
CRURWF1,NSW1,NCDS1C,CRURWF,,,,,,0.9462,0.9246,0.9381,0.926,0.928,0.9409,0.9276,0.9276,0.9409,-0.0133,-1.41,Crudine Ridge Wind Farm,Wind,Wind,Wind - Onshore,141.0,Generator,Active
WELNSF1,NSW1,NWLN1W,WELLNTH,,,,,,,,,0.9457,0.9389,0.9339,0.9376,0.9376,0.9339,0.0037,0.4,Wellington North Solar Farm,Solar,Solar,Photovoltaic Tracking Flat Panel,436.0,Generator,Active
BANGOWF2,NSW1,NBB21B,BANGOWF2,,,,,,0.9782,0.9294,0.9283,0.9288,0.9182,0.9355,0.9391,0.9391,0.9355,0.0036,0.38,Bango 999 Wind Farm,Wind,Wind,Wind - Onshore,84.8,Generator,Active
BLOWERNG,NSW1,NBLW8,SNOWY6,0.9431,0.9815,1.0506,0.99,0.9391,0.958,0.9444,0.9064,0.9241,0.9141,0.9209,0.9396,0.9396,0.9209,0.0187,2.03,Blowering Power Station,Water,Hydro,Hydro - Gravity,80.0,Generator,Active
STUBSF1,NSW1,NSTB1S,STUBBSF1,,,,,,,,,,0.9422,0.9429,0.9427,0.9427,0.9429,-0.0002,-0.02,Stubbo Solar Farm 1,Solar,Solar,Photovoltaic Flat panel,255.0,Generator,Active
STUBSF2,NSW1,NSTU1S,STUBBSF2,,,,,,,,,,0.9422,0.9429,0.9427,0.9427,0.9429,-0.0002,-0.02,Stubbo Solar Farm 2,Solar,Solar,Photovoltaic Flat panel,248.0,Generator,Active
HUMENSW,NSW1,NHUM,HUMENSW,0.9483,1.002,1.1055,1.0675,0.9574,0.9471,0.8989,0.9118,0.9205,0.8975,0.9316,0.945,0.945,0.9316,0.0134,1.44,Hume (NSW) Hydro Power Station,Water,Hydro,Hydro - Gravity,29.0,Generator,Active
KEEPIT,NSW1,NKPT,KEEPIT,1.036,0.9879,0.9592,0.9579,0.9866,1.0064,0.9972,0.9833,0.9572,0.9687,0.9397,0.9472,0.9472,0.9397,0.0075,0.8,Keepit Hydro Power Station,Water,Hydro,Hydro - Gravity,6.0,Generator,Active
MANSLR1,NSW1,NMLS1M,MANSLR,,,0.9923,0.9905,0.9818,0.9542,0.9333,0.9287,0.9557,0.9541,0.94,0.9482,0.9482,0.94,0.0082,0.87,Manildra solar Farm,Solar,Solar,Photovoltaic Flat panel,50.0,Generator,Active
BWTR1,NSW1,NLS21B,BWTR1,1.0268,0.9661,0.9051,0.8965,1.0107,1.0432,1.008,1.0079,0.9814,0.9742,0.9518,0.9485,0.9485,0.9518,-0.0033,-0.35,Broadwater Power Station,Bagasse,Other Renewable,Steam Sub-Critical,38.0,Generator,Active
GB01,NSW1,NBKG1,BHILLGT,1.048,1.1714,1.2841,1.0603,0.8538,0.8734,0.858,0.8685,0.8844,0.8518,0.9228,0.9505,0.9505,0.9228,0.0277,3.0,Broken Hill Gas Turbines,Diesel,Fossil,Open Cycle Gas turbines (OCGT),50.0,Generator,Active
TUMUT3,NSW1,NLTS8,SNOWY1,0.9465,0.9897,1.0155,0.9954,0.9276,0.9246,0.9195,0.9092,0.908,0.8988,0.9144,0.9516,0.9516,0.9144,0.0372,4.07,Tumut 3 Power Station,Water,Hydro,Hydro - Gravity,1500.0,Generator,Active
CULLRGWF,NSW1,NYS11C,CULLERIN,0.9742,0.9914,1.0135,1.0054,0.9713,0.9392,0.9082,0.9485,0.9437,0.9317,0.9521,0.9528,0.9528,0.9521,0.0007,0.07,Cullerin Range Wind Farm,Wind,Wind,Wind - Onshore,30.0,Generator,Active
GUNNING1,NSW1,NYS12A,GUNNING,0.9742,0.9914,1.0135,1.0054,0.9713,0.9392,0.9082,0.9485,0.9437,0.9317,0.9521,0.9528,0.9528,0.9521,0.0007,0.07,Gunning Wind Farm,Wind,Wind,Wind - Onshore,46.5,Generator,Active
SNOWYP,NSW1,,,,,,,,,,,,,,0.9536,0.9536,,,,Tumut 3 Pumps,Water,Hydro,Hydro - Gravity,600.0,Generator,Active
HUNTER2,NSW1,NNCP2H,HUNTER,,,,,,,,,,0.9767,0.9692,0.9543,0.9543,0.9692,-0.0149,-1.54,Hunter Power Station,Natrual Gas/ Diesel,Fossil,OCGT,375.0,Generator,Active
HUNTER1,NSW1,NNCP1H,HUNTER,,,,,,,,,,0.9767,0.9692,0.9543,0.9543,0.9692,-0.0149,-1.54,Hunter Power Station,,Fossil,,375.0,Generator,Active
BODWF1,NSW1,NBOD1B,BODWF,,,,0.9819,0.9495,0.9659,0.9581,0.9595,0.9622,0.9518,0.9638,0.9545,0.9545,0.9638,-0.0093,-0.96,Bodangora Wind Farm ,Wind,Wind,Wind - Onshore,113.19,Generator,Active
WOLARSF1,NSW1,NWOW1W,WOLARSF,,,,,,,,,,0.953,0.957,0.955,0.955,0.957,-0.002,-0.21,Wollar Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,324.0,Generator,Active
ORABESS1,NSW1,NWLO1O,ORABESS,,,,,,,,,,,0.9737,0.955,0.955,0.9737,-0.0187,-1.92,Orana BESS,Grid,Battery,Battery and Inverter,439.0,Generator,Active
MOLNGSF1,NSW1,NMOS1M,MOLNGSF,,,,,,0.9634,0.9541,0.9433,0.9733,0.9616,0.9573,0.9583,0.9583,0.9573,0.001,0.1,Molong Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,36.0,Generator,Active
WILGAPK,NSW1,NNB21W,WILGAPK,1.0699,1.0154,0.9746,0.9789,1.003,1.0212,1.005,0.9926,0.9799,0.9911,0.962,0.9594,0.9594,0.962,-0.0026,-0.27,Wilga Park Power Station,Coal Seam Methane,Fossil,Spark Ignition Reciprocating Engine,10.0,Generator,Active
WILGB01,NSW1,NNB22W,WILGAPKB,1.0699,1.0154,0.9746,0.9789,1.003,1.0212,1.005,0.9926,0.9799,0.9911,0.962,0.9594,0.9594,0.962,-0.0026,-0.27,Wilga Park B,Coal Seam Methane,Fossil,Spark Ignition Reciprocating Engine,12.0,Generator,Active
BURRIN,NSW1,NBUK,BURRIN,0.9589,0.9915,1.0275,1.0124,0.967,0.9848,0.9653,0.9459,0.9454,0.9371,0.9597,0.9615,0.9615,0.9597,0.0018,0.19,Burrinjuck Hydro Power Station,Water,Hydro,Hydro - Gravity,34.0,Generator,Active
RYEPARK1,NSW1,NRPK1R,RYEPARK,,,,,,,,,0.9544,0.9427,0.9595,0.9618,0.9618,0.9595,0.0023,0.24,Rye Park Renewable Energy,Wind,Wind,Wind - Onshore,396.0,Generator,Active
BW04,NSW1,NBAY4,BAYSW,0.9668,0.9603,0.9532,0.9555,0.9598,0.9633,0.962,0.9653,0.9651,0.9663,0.9632,0.9619,0.9619,0.9632,-0.0013,-0.13,Bayswater Power Station,Black Coal,Fossil,Steam Sub-Critical,660.0,Generator,Active
BW03,NSW1,NBAY3,BAYSW,0.9668,0.9603,0.9532,0.9555,0.9598,0.9633,0.962,0.9653,0.9651,0.9663,0.9632,0.9619,0.9619,0.9632,-0.0013,-0.13,Bayswater Power Station,Black Coal,Fossil,Steam Sub-Critical,660.0,Generator,Active
BW02,NSW1,NBAY2,BAYSW,0.9668,0.959,0.952,0.9538,0.9592,0.9625,0.9622,0.9653,0.9646,0.9664,0.9637,0.9623,0.9623,0.9637,-0.0014,-0.15,Bayswater Power Station,Black Coal,Fossil,Steam Sub-Critical,660.0,Generator,Active
BW01,NSW1,NBAY1,BAYSW,0.9668,0.959,0.952,0.9538,0.9592,0.9625,0.9622,0.9653,0.9646,0.9664,0.9637,0.9623,0.9623,0.9637,-0.0014,-0.15,Bayswater Power Station,Black Coal,Fossil,Steam Sub-Critical,660.0,Generator,Active
GULLRWF2,NSW1,NGUR3G,GULLRGWF,,,,,0.9694,0.9708,0.9595,0.9592,0.958,0.9498,0.962,0.9635,0.9635,0.962,0.0015,0.16,Gullen Range Wind Farm,Wind,Wind,Wind - Onshore,110.0,Generator,Active
GULLRWF1,NSW1,NGUR1G,GULLRGWF,0.977,0.9909,1.001,0.9959,0.9694,0.9708,0.9595,0.9592,0.958,0.9498,0.962,0.9635,0.9635,0.962,0.0015,0.16,Gullen Range Wind Farm,Wind,Wind,Wind - Onshore,165.0,Generator,Active
GULLRSF1,NSW1,NGUR2G,GULLRGWF,,,1.001,0.9959,0.9694,0.9708,0.9595,0.9592,0.958,0.9498,0.962,0.9635,0.9635,0.962,0.0015,0.16,Gullen Range Solar Farm,Solar,Solar,Photovoltaic Flat panel,10.0,Generator,Active
LIDDNL1,NSW1,NLDPL,LIDDELL,0.9676,0.9593,0.9509,0.9537,0.9593,0.9631,0.9628,0.9659,0.966,0.968,0.965,0.9637,0.9637,0.965,-0.0013,-0.13,Liddell Power Station,,Fossil,,25.0,Generator,Active
BOCORWF1,NSW1,NCMA3B,BOCOROCK,0.9602,0.9882,1.0167,1.0068,0.9555,0.9536,0.9359,0.9355,0.9444,0.9344,0.9557,0.9638,0.9638,0.9557,0.0081,0.85,Boco Rock Wind Farm,Wind,Wind,Wind - Onshore,113.18,Generator,Active
CROOKWF3,NSW1,NCW31C,CROOKWF3,,,,,,,,,0.9571,0.9588,0.962,0.9642,0.9642,0.962,0.0022,0.23,Crookwell 3 Wind Farm,Wind,Wind,Wind - Onshore,57.0,Generator,Active
COLWF01,NSW1,NCLW1C,COLLECWF,,,,,,0.9786,0.9588,0.9581,0.9576,0.9495,0.9628,0.9643,0.9643,0.9628,0.0015,0.16,Collector Wind Farm 1,Wind,Wind,Wind - Onshore,226.0,Generator,Active
CROOKWF2,NSW1,NCKW1C,CROOKWF2,,,,0.9963,0.9742,0.9716,0.9616,0.9611,0.9608,0.9512,0.9644,0.9644,0.9644,0.9644,0.0,0.0,Crookwell 2 Wind Farm,Wind,Wind,Wind - Onshore,96.04,Generator,Active
UPPTUMUT,NSW1,NUTS8,SNOWY2,0.9538,0.9943,1.0356,1.0112,0.9514,0.9468,0.9335,0.9347,0.9318,0.9236,0.9408,0.967,0.967,0.9408,0.0262,2.78,Tumut Power Station,Water,Hydro,Hydro - Gravity,616.0,Generator,Active
LDBESS1,NSW1,NLDB1L,LDBESS,,,,,,,,,,,0.9643,0.9675,0.9675,0.9643,0.0032,0.33,Liddell Battery Energy Storage System,Grid,Battery,Battery and Inverter,755.08,Generator,Active
WOODLWN1,NSW1,NCWF2W,WOODLWN,0.9748,0.9931,1.0163,1.01,0.9701,0.9674,0.9563,0.9558,0.9575,0.9467,0.9649,0.9694,0.9694,0.9649,0.0045,0.47,Woodlawn Wind Farm,Wind,Wind,Wind - Onshore,48.3,Generator,Active
CAPTL_WF,NSW1,NCWF1R,CAPTL_WF,0.9748,0.9931,1.0163,1.01,0.9701,0.9674,0.9563,0.9558,0.9575,0.9467,0.9649,0.9694,0.9694,0.9649,0.0045,0.47,Capital Wind Farm,Wind,Wind,Wind - Onshore,140.0,Generator,Active
ROYALLA1,NSW1,ACA11R,ROYALLA,0.9828,1.0095,1.0362,1.0266,0.9639,0.9725,0.9436,0.9596,0.9668,0.9515,0.9814,0.9695,0.9695,0.9814,-0.0119,-1.21,Royalla Solar Farm,Solar,Solar,Photovoltaic Flat panel,20.0,Generator,Active
BDONGHYD,NSW1,NWL81B,BDONGHYD,0.9903,0.9909,0.9831,0.9824,0.9835,0.9887,0.9903,0.9862,0.9897,0.9835,0.9793,0.9699,0.9699,0.9793,-0.0094,-0.96,Burrendong Hydro Power Station,Water,Hydro,Hydro - Gravity,19.0,Generator,Active
NYNGAN1,NSW1,NWL82N,NYNGAN,0.9903,0.9909,0.9831,0.9824,0.9835,0.9887,0.9903,0.9862,0.9897,0.9835,0.9793,0.9699,0.9699,0.9793,-0.0094,-0.96,Nyngan Solar Plant,Solar,Solar,Photovoltaic Flat panel,102.141,Generator,Active
MLSP1,NSW1,ACA12M,MLSP,,1.0095,1.0362,1.0266,0.9645,0.9731,0.944,0.9606,0.9674,0.9523,0.9821,0.9708,0.9708,0.9821,-0.0113,-1.15,Mugga Lane Solar Park,Solar,Solar,Photovoltaic Tracking Flat panel,12.0,Generator,Active
MPNL1,NSW1,NMPPL,MP,0.9744,0.9753,0.9725,0.9738,0.9714,0.9745,0.9726,0.972,0.9717,0.9706,0.9727,0.971,0.971,0.9727,-0.0017,-0.17,MT PIPER POWER STATION,,Fossil,,25.0,Generator,Active
MP2,NSW1,NMTP2,MP,0.9744,0.9753,0.9725,0.9738,0.9714,0.9745,0.9726,0.972,0.9717,0.9706,0.9727,0.971,0.971,0.9727,-0.0017,-0.17,Mt Piper Power Station,Black Coal,Fossil,Steam Sub-Critical,700.0,Generator,Active
